,Station,Site,Parameter,Method,Lat,Lon,Date,Measurement,Unit,Event Type
2687,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-14,0.1,Parts per million,Included
2688,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-14,0.1,Parts per million,Included
2685,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-15,0.1,Parts per million,Included
2686,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-15,0.1,Parts per million,Included
2683,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-16,0.1,Parts per million,Included
2684,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-16,0.1,Parts per million,Included
2681,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-17,0.1,Parts per million,Included
2682,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-17,0.1,Parts per million,Included
2679,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-18,0.1,Parts per million,Included
2680,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-18,0.1,Parts per million,Included
2677,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-19,0.1,Parts per million,Included
2678,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-19,0.1,Parts per million,Included
2675,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-20,0.170833,Parts per million,Included
2676,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-20,0.179167,Parts per million,Included
2673,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-21,0.1,Parts per million,Included
2674,0004,Sutter Buttes (seasonal),Carbon monoxide,LGR (Los GAtos Research - Off-Axis ICOS Cavity Ringdown Spectroscopy,39.205572,-121.820362,2014-09-21,0.1125,Parts per million,Included
2563,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-27,0.055059,Parts per million,None
2564,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-27,0.053333,Parts per million,None
2565,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-27,0.053333,Parts per million,None
2566,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-27,0.052261,Parts per million,None
2559,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-28,0.047588,Parts per million,None
2560,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-28,0.047917,Parts per million,None
2561,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-28,0.047917,Parts per million,None
2562,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-28,0.05013,Parts per million,None
2555,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-29,0.050824,Parts per million,None
2556,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-29,0.04775,Parts per million,None
2557,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-29,0.04775,Parts per million,None
2558,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-29,0.047652,Parts per million,None
2551,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-30,0.054118,Parts per million,None
2552,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-30,0.0515,Parts per million,None
2553,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-30,0.0515,Parts per million,None
2554,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-30,0.051696,Parts per million,None
2547,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-31,0.056235,Parts per million,None
2548,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-31,0.05375,Parts per million,None
2549,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-31,0.05375,Parts per million,None
2550,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-07-31,0.05387,Parts per million,None
2543,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-01,0.049588,Parts per million,None
2544,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-01,0.049833,Parts per million,None
2545,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-01,0.049833,Parts per million,None
2546,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-01,0.051,Parts per million,None
2539,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-02,0.050588,Parts per million,None
2540,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-02,0.049208,Parts per million,None
2541,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-02,0.049208,Parts per million,None
2542,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-02,0.049304,Parts per million,None
2535,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-03,0.048588,Parts per million,None
2536,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-03,0.047542,Parts per million,None
2537,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-03,0.047542,Parts per million,None
2538,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-03,0.048348,Parts per million,None
2531,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-04,0.050294,Parts per million,None
2532,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-04,0.049792,Parts per million,None
2533,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-04,0.049792,Parts per million,None
2534,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-04,0.050391,Parts per million,None
2527,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-05,0.047118,Parts per million,None
2528,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-05,0.047958,Parts per million,None
2529,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-05,0.047958,Parts per million,None
2530,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-05,0.049087,Parts per million,None
2523,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-06,0.059,Parts per million,None
2524,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-06,0.053833,Parts per million,None
2525,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-06,0.053833,Parts per million,None
2526,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-06,0.051261,Parts per million,None
2519,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-07,0.058647,Parts per million,None
2520,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-07,0.056958,Parts per million,None
2521,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-07,0.056958,Parts per million,None
2522,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-07,0.060478,Parts per million,None
2515,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-08,0.055471,Parts per million,None
2516,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-08,0.052083,Parts per million,None
2517,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-08,0.052083,Parts per million,None
2518,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-08,0.053348,Parts per million,None
2511,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-09,0.053882,Parts per million,None
2512,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-09,0.049708,Parts per million,None
2513,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-09,0.049708,Parts per million,None
2514,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-09,0.049217,Parts per million,None
2507,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-10,0.041412,Parts per million,None
2508,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-10,0.041917,Parts per million,None
2509,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-10,0.041917,Parts per million,None
2510,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-10,0.04413,Parts per million,None
2503,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-11,0.055588,Parts per million,None
2504,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-11,0.051083,Parts per million,None
2505,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-11,0.051083,Parts per million,None
2506,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-11,0.049696,Parts per million,None
2499,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-12,0.047824,Parts per million,None
2500,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-12,0.047833,Parts per million,None
2501,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-12,0.047833,Parts per million,None
2502,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-12,0.048391,Parts per million,None
2495,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-13,0.031765,Parts per million,None
2496,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-13,0.034958,Parts per million,None
2497,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-13,0.034958,Parts per million,None
2498,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-13,0.039087,Parts per million,None
2491,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-14,0.044706,Parts per million,None
2492,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-14,0.039583,Parts per million,None
2493,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-14,0.039583,Parts per million,None
2494,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-14,0.037522,Parts per million,None
2487,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-15,0.053294,Parts per million,None
2488,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-15,0.050833,Parts per million,None
2489,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-15,0.050833,Parts per million,None
2490,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-15,0.050783,Parts per million,None
2483,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-16,0.055765,Parts per million,None
2484,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-16,0.05325,Parts per million,None
2485,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-16,0.05325,Parts per million,None
2486,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-16,0.053565,Parts per million,None
2479,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-17,0.053412,Parts per million,None
2480,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-17,0.052583,Parts per million,None
2481,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-17,0.052583,Parts per million,None
2482,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-17,0.053304,Parts per million,None
2475,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-18,0.053059,Parts per million,None
2476,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-18,0.051667,Parts per million,None
2477,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-18,0.051667,Parts per million,None
2478,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-18,0.052261,Parts per million,None
2471,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-19,0.048706,Parts per million,None
2472,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-19,0.047375,Parts per million,None
2473,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-19,0.047375,Parts per million,None
2474,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-19,0.04887,Parts per million,None
2467,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-20,0.040941,Parts per million,None
2468,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-20,0.039208,Parts per million,None
2469,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-20,0.039208,Parts per million,None
2470,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-20,0.040261,Parts per million,None
2463,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-21,0.045882,Parts per million,None
2464,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-21,0.04275,Parts per million,None
2465,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-21,0.04275,Parts per million,None
2466,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-21,0.043478,Parts per million,None
2459,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-22,0.044471,Parts per million,None
2460,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-22,0.042083,Parts per million,None
2461,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-22,0.042083,Parts per million,None
2462,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-22,0.041304,Parts per million,None
2455,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-23,0.055235,Parts per million,None
2456,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-23,0.052042,Parts per million,None
2457,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-23,0.052042,Parts per million,None
2458,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-23,0.052043,Parts per million,None
2451,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-24,0.047588,Parts per million,None
2452,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-24,0.048833,Parts per million,None
2453,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-24,0.048833,Parts per million,None
2454,0004,Sutter Buttes (seasonal),Ozone,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,39.205572,-121.820362,2014-08-24,0.05087,Parts per million,None
