,Parameter,Date,Time,County,Station,Measurement,Unit
831,Carbon monoxide,1992-06-30,06:00,San Bernardino,0001,0.0,Parts per million
832,Carbon monoxide,1992-06-30,05:00,San Bernardino,0001,0.0,Parts per million
833,Carbon monoxide,1992-06-30,04:00,San Bernardino,0001,0.0,Parts per million
834,Carbon monoxide,1992-06-30,03:00,San Bernardino,0001,0.0,Parts per million
835,Carbon monoxide,1992-06-30,02:00,San Bernardino,0001,0.0,Parts per million
836,Carbon monoxide,1992-06-30,01:00,San Bernardino,0001,0.0,Parts per million
837,Carbon monoxide,1992-06-30,00:00,San Bernardino,0001,0.0,Parts per million
838,Carbon monoxide,1992-06-29,22:00,San Bernardino,0001,1.0,Parts per million
839,Carbon monoxide,1992-06-29,21:00,San Bernardino,0001,0.0,Parts per million
840,Carbon monoxide,1992-06-29,20:00,San Bernardino,0001,0.0,Parts per million
841,Carbon monoxide,1992-06-29,19:00,San Bernardino,0001,0.0,Parts per million
842,Carbon monoxide,1992-06-29,18:00,San Bernardino,0001,0.0,Parts per million
843,Carbon monoxide,1992-06-29,17:00,San Bernardino,0001,0.0,Parts per million
844,Carbon monoxide,1992-06-29,16:00,San Bernardino,0001,0.0,Parts per million
845,Carbon monoxide,1992-06-29,15:00,San Bernardino,0001,0.0,Parts per million
846,Carbon monoxide,1992-06-29,14:00,San Bernardino,0001,0.0,Parts per million
847,Carbon monoxide,1992-06-29,13:00,San Bernardino,0001,0.0,Parts per million
848,Carbon monoxide,1992-06-29,12:00,San Bernardino,0001,0.0,Parts per million
849,Carbon monoxide,1992-06-29,11:00,San Bernardino,0001,0.0,Parts per million
850,Carbon monoxide,1992-06-29,10:00,San Bernardino,0001,0.0,Parts per million
851,Carbon monoxide,1992-06-29,09:00,San Bernardino,0001,0.0,Parts per million
852,Carbon monoxide,1992-06-29,08:00,San Bernardino,0001,0.0,Parts per million
853,Carbon monoxide,1992-06-29,07:00,San Bernardino,0001,0.0,Parts per million
854,Carbon monoxide,1992-06-29,06:00,San Bernardino,0001,0.0,Parts per million
855,Carbon monoxide,1992-06-29,05:00,San Bernardino,0001,0.0,Parts per million
856,Carbon monoxide,1992-06-29,04:00,San Bernardino,0001,0.0,Parts per million
857,Carbon monoxide,1992-06-29,03:00,San Bernardino,0001,0.0,Parts per million
858,Carbon monoxide,1992-06-29,02:00,San Bernardino,0001,0.0,Parts per million
859,Carbon monoxide,1992-06-29,01:00,San Bernardino,0001,0.0,Parts per million
860,Carbon monoxide,1992-06-29,00:00,San Bernardino,0001,0.0,Parts per million
861,Carbon monoxide,1992-06-28,22:00,San Bernardino,0001,1.0,Parts per million
862,Carbon monoxide,1992-06-28,21:00,San Bernardino,0001,0.0,Parts per million
863,Carbon monoxide,1992-06-28,20:00,San Bernardino,0001,0.0,Parts per million
864,Carbon monoxide,1992-06-28,19:00,San Bernardino,0001,0.0,Parts per million
865,Carbon monoxide,1992-06-28,18:00,San Bernardino,0001,0.0,Parts per million
866,Carbon monoxide,1992-06-28,17:00,San Bernardino,0001,0.0,Parts per million
867,Carbon monoxide,1992-06-28,16:00,San Bernardino,0001,0.0,Parts per million
868,Carbon monoxide,1992-06-28,15:00,San Bernardino,0001,0.0,Parts per million
869,Carbon monoxide,1992-06-28,14:00,San Bernardino,0001,0.0,Parts per million
870,Carbon monoxide,1992-06-28,13:00,San Bernardino,0001,0.0,Parts per million
871,Carbon monoxide,1992-06-28,12:00,San Bernardino,0001,0.0,Parts per million
872,Carbon monoxide,1992-06-28,11:00,San Bernardino,0001,0.0,Parts per million
873,Carbon monoxide,1992-06-28,10:00,San Bernardino,0001,0.0,Parts per million
874,Carbon monoxide,1992-06-28,09:00,San Bernardino,0001,0.0,Parts per million
875,Carbon monoxide,1992-06-28,02:00,San Bernardino,0001,0.0,Parts per million
876,Carbon monoxide,1992-06-28,01:00,San Bernardino,0001,0.0,Parts per million
877,Carbon monoxide,1992-06-28,00:00,San Bernardino,0001,1.0,Parts per million
878,Carbon monoxide,1992-06-27,22:00,San Bernardino,0001,1.0,Parts per million
879,Carbon monoxide,1992-06-27,21:00,San Bernardino,0001,0.0,Parts per million
880,Carbon monoxide,1992-06-27,20:00,San Bernardino,0001,0.0,Parts per million
881,Carbon monoxide,1992-06-27,19:00,San Bernardino,0001,0.0,Parts per million
882,Carbon monoxide,1992-06-27,18:00,San Bernardino,0001,0.0,Parts per million
883,Carbon monoxide,1992-06-27,17:00,San Bernardino,0001,0.0,Parts per million
884,Carbon monoxide,1992-06-27,16:00,San Bernardino,0001,0.0,Parts per million
885,Carbon monoxide,1992-06-27,15:00,San Bernardino,0001,0.0,Parts per million
886,Carbon monoxide,1992-06-27,14:00,San Bernardino,0001,1.0,Parts per million
887,Carbon monoxide,1992-06-27,13:00,San Bernardino,0001,0.0,Parts per million
888,Carbon monoxide,1992-06-27,12:00,San Bernardino,0001,0.0,Parts per million
889,Carbon monoxide,1992-06-27,11:00,San Bernardino,0001,0.0,Parts per million
890,Carbon monoxide,1992-06-27,10:00,San Bernardino,0001,0.0,Parts per million
891,Carbon monoxide,1992-06-27,09:00,San Bernardino,0001,0.0,Parts per million
892,Carbon monoxide,1992-06-27,08:00,San Bernardino,0001,0.0,Parts per million
893,Carbon monoxide,1992-06-27,07:00,San Bernardino,0001,0.0,Parts per million
894,Carbon monoxide,1992-06-27,06:00,San Bernardino,0001,1.0,Parts per million
895,Carbon monoxide,1992-06-27,05:00,San Bernardino,0001,1.0,Parts per million
896,Carbon monoxide,1992-06-27,04:00,San Bernardino,0001,1.0,Parts per million
897,Carbon monoxide,1992-06-27,03:00,San Bernardino,0001,0.0,Parts per million
898,Carbon monoxide,1992-06-27,02:00,San Bernardino,0001,0.0,Parts per million
899,Carbon monoxide,1992-06-27,01:00,San Bernardino,0001,0.0,Parts per million
900,Carbon monoxide,1992-06-27,00:00,San Bernardino,0001,1.0,Parts per million
901,Carbon monoxide,1992-06-26,22:00,San Bernardino,0001,1.0,Parts per million
902,Carbon monoxide,1992-06-26,21:00,San Bernardino,0001,0.0,Parts per million
903,Carbon monoxide,1992-06-26,20:00,San Bernardino,0001,0.0,Parts per million
904,Carbon monoxide,1992-06-26,19:00,San Bernardino,0001,0.0,Parts per million
905,Carbon monoxide,1992-06-26,18:00,San Bernardino,0001,0.0,Parts per million
906,Carbon monoxide,1992-06-26,17:00,San Bernardino,0001,0.0,Parts per million
907,Carbon monoxide,1992-06-26,16:00,San Bernardino,0001,1.0,Parts per million
908,Carbon monoxide,1992-06-26,15:00,San Bernardino,0001,1.0,Parts per million
909,Carbon monoxide,1992-06-26,14:00,San Bernardino,0001,1.0,Parts per million
910,Carbon monoxide,1992-06-26,13:00,San Bernardino,0001,1.0,Parts per million
911,Carbon monoxide,1992-06-26,12:00,San Bernardino,0001,1.0,Parts per million
912,Carbon monoxide,1992-06-26,11:00,San Bernardino,0001,0.0,Parts per million
913,Carbon monoxide,1992-06-26,10:00,San Bernardino,0001,0.0,Parts per million
914,Carbon monoxide,1992-06-26,09:00,San Bernardino,0001,1.0,Parts per million
915,Carbon monoxide,1992-06-26,08:00,San Bernardino,0001,0.0,Parts per million
916,Carbon monoxide,1992-06-26,07:00,San Bernardino,0001,1.0,Parts per million
917,Carbon monoxide,1992-06-26,06:00,San Bernardino,0001,1.0,Parts per million
918,Carbon monoxide,1992-06-26,05:00,San Bernardino,0001,1.0,Parts per million
919,Carbon monoxide,1992-06-26,04:00,San Bernardino,0001,1.0,Parts per million
920,Carbon monoxide,1992-06-26,03:00,San Bernardino,0001,1.0,Parts per million
921,Carbon monoxide,1992-06-26,02:00,San Bernardino,0001,1.0,Parts per million
922,Carbon monoxide,1992-06-26,01:00,San Bernardino,0001,1.0,Parts per million
923,Carbon monoxide,1992-06-26,00:00,San Bernardino,0001,1.0,Parts per million
924,Carbon monoxide,1992-06-25,22:00,San Bernardino,0001,1.0,Parts per million
925,Carbon monoxide,1992-06-25,21:00,San Bernardino,0001,1.0,Parts per million
926,Carbon monoxide,1992-06-25,20:00,San Bernardino,0001,1.0,Parts per million
927,Carbon monoxide,1992-06-25,19:00,San Bernardino,0001,1.0,Parts per million
928,Carbon monoxide,1992-06-25,18:00,San Bernardino,0001,1.0,Parts per million
929,Carbon monoxide,1992-06-25,17:00,San Bernardino,0001,1.0,Parts per million
930,Carbon monoxide,1992-06-25,16:00,San Bernardino,0001,1.0,Parts per million
931,Carbon monoxide,1992-06-25,15:00,San Bernardino,0001,1.0,Parts per million
932,Carbon monoxide,1992-06-25,14:00,San Bernardino,0001,1.0,Parts per million
933,Carbon monoxide,1992-06-25,13:00,San Bernardino,0001,1.0,Parts per million
934,Carbon monoxide,1992-06-25,12:00,San Bernardino,0001,1.0,Parts per million
935,Carbon monoxide,1992-06-25,11:00,San Bernardino,0001,1.0,Parts per million
936,Carbon monoxide,1992-06-25,10:00,San Bernardino,0001,1.0,Parts per million
937,Carbon monoxide,1992-06-25,09:00,San Bernardino,0001,1.0,Parts per million
938,Carbon monoxide,1992-06-25,08:00,San Bernardino,0001,1.0,Parts per million
939,Carbon monoxide,1992-06-25,07:00,San Bernardino,0001,1.0,Parts per million
940,Carbon monoxide,1992-06-25,06:00,San Bernardino,0001,1.0,Parts per million
941,Carbon monoxide,1992-06-25,05:00,San Bernardino,0001,1.0,Parts per million
942,Carbon monoxide,1992-06-25,04:00,San Bernardino,0001,1.0,Parts per million
943,Carbon monoxide,1992-06-25,03:00,San Bernardino,0001,1.0,Parts per million
944,Carbon monoxide,1992-06-25,02:00,San Bernardino,0001,1.0,Parts per million
945,Carbon monoxide,1992-06-25,01:00,San Bernardino,0001,1.0,Parts per million
946,Carbon monoxide,1992-06-25,00:00,San Bernardino,0001,1.0,Parts per million
947,Carbon monoxide,1992-06-24,22:00,San Bernardino,0001,2.0,Parts per million
948,Carbon monoxide,1992-06-24,21:00,San Bernardino,0001,1.0,Parts per million
949,Carbon monoxide,1992-06-24,20:00,San Bernardino,0001,1.0,Parts per million
950,Carbon monoxide,1992-06-24,19:00,San Bernardino,0001,0.0,Parts per million
951,Carbon monoxide,1992-06-24,18:00,San Bernardino,0001,0.0,Parts per million
952,Carbon monoxide,1992-06-24,17:00,San Bernardino,0001,1.0,Parts per million
953,Carbon monoxide,1992-06-24,16:00,San Bernardino,0001,1.0,Parts per million
954,Carbon monoxide,1992-06-24,15:00,San Bernardino,0001,1.0,Parts per million
955,Carbon monoxide,1992-06-24,14:00,San Bernardino,0001,1.0,Parts per million
956,Carbon monoxide,1992-06-24,13:00,San Bernardino,0001,0.0,Parts per million
957,Carbon monoxide,1992-06-24,12:00,San Bernardino,0001,0.0,Parts per million
958,Carbon monoxide,1992-06-24,11:00,San Bernardino,0001,0.0,Parts per million
959,Carbon monoxide,1992-06-24,10:00,San Bernardino,0001,0.0,Parts per million
960,Carbon monoxide,1992-06-24,09:00,San Bernardino,0001,1.0,Parts per million
961,Carbon monoxide,1992-06-24,08:00,San Bernardino,0001,1.0,Parts per million
962,Carbon monoxide,1992-06-24,07:00,San Bernardino,0001,1.0,Parts per million
963,Carbon monoxide,1992-06-24,06:00,San Bernardino,0001,1.0,Parts per million
964,Carbon monoxide,1992-06-24,05:00,San Bernardino,0001,1.0,Parts per million
965,Carbon monoxide,1992-06-24,04:00,San Bernardino,0001,0.0,Parts per million
966,Carbon monoxide,1992-06-24,03:00,San Bernardino,0001,0.0,Parts per million
967,Carbon monoxide,1992-06-24,02:00,San Bernardino,0001,0.0,Parts per million
968,Carbon monoxide,1992-06-24,01:00,San Bernardino,0001,0.0,Parts per million
969,Carbon monoxide,1992-06-24,00:00,San Bernardino,0001,1.0,Parts per million
970,Carbon monoxide,1992-06-23,22:00,San Bernardino,0001,1.0,Parts per million
971,Carbon monoxide,1992-06-23,21:00,San Bernardino,0001,0.0,Parts per million
972,Carbon monoxide,1992-06-23,20:00,San Bernardino,0001,0.0,Parts per million
973,Carbon monoxide,1992-06-23,19:00,San Bernardino,0001,1.0,Parts per million
974,Carbon monoxide,1992-06-23,18:00,San Bernardino,0001,1.0,Parts per million
975,Carbon monoxide,1992-06-23,17:00,San Bernardino,0001,1.0,Parts per million
976,Carbon monoxide,1992-06-23,16:00,San Bernardino,0001,1.0,Parts per million
977,Carbon monoxide,1992-06-23,15:00,San Bernardino,0001,0.0,Parts per million
978,Carbon monoxide,1992-06-23,14:00,San Bernardino,0001,0.0,Parts per million
979,Carbon monoxide,1992-06-23,13:00,San Bernardino,0001,0.0,Parts per million
980,Carbon monoxide,1992-06-23,12:00,San Bernardino,0001,1.0,Parts per million
981,Carbon monoxide,1992-06-23,11:00,San Bernardino,0001,1.0,Parts per million
982,Carbon monoxide,1992-06-23,10:00,San Bernardino,0001,1.0,Parts per million
983,Carbon monoxide,1992-06-23,08:00,San Bernardino,0001,1.0,Parts per million
984,Carbon monoxide,1992-06-23,06:00,San Bernardino,0001,1.0,Parts per million
985,Carbon monoxide,1992-06-23,05:00,San Bernardino,0001,1.0,Parts per million
986,Carbon monoxide,1992-06-23,04:00,San Bernardino,0001,1.0,Parts per million
987,Carbon monoxide,1992-06-23,03:00,San Bernardino,0001,1.0,Parts per million
988,Carbon monoxide,1992-06-23,02:00,San Bernardino,0001,1.0,Parts per million
989,Carbon monoxide,1992-06-23,01:00,San Bernardino,0001,1.0,Parts per million
990,Carbon monoxide,1992-06-23,00:00,San Bernardino,0001,1.0,Parts per million
991,Carbon monoxide,1992-06-22,22:00,San Bernardino,0001,1.0,Parts per million
992,Carbon monoxide,1992-06-22,21:00,San Bernardino,0001,1.0,Parts per million
993,Carbon monoxide,1992-06-22,20:00,San Bernardino,0001,1.0,Parts per million
994,Carbon monoxide,1992-06-22,19:00,San Bernardino,0001,1.0,Parts per million
995,Carbon monoxide,1992-06-22,18:00,San Bernardino,0001,1.0,Parts per million
996,Carbon monoxide,1992-06-22,17:00,San Bernardino,0001,1.0,Parts per million
997,Carbon monoxide,1992-06-22,16:00,San Bernardino,0001,1.0,Parts per million
998,Carbon monoxide,1992-06-22,15:00,San Bernardino,0001,1.0,Parts per million
999,Carbon monoxide,1992-06-22,14:00,San Bernardino,0001,1.0,Parts per million
1000,Carbon monoxide,1992-06-22,13:00,San Bernardino,0001,1.0,Parts per million
1001,Carbon monoxide,1992-06-22,12:00,San Bernardino,0001,1.0,Parts per million
1002,Carbon monoxide,1992-06-22,11:00,San Bernardino,0001,1.0,Parts per million
1003,Carbon monoxide,1992-06-22,10:00,San Bernardino,0001,1.0,Parts per million
1004,Carbon monoxide,1992-06-22,09:00,San Bernardino,0001,1.0,Parts per million
1005,Carbon monoxide,1992-06-22,08:00,San Bernardino,0001,1.0,Parts per million
1006,Carbon monoxide,1992-06-22,07:00,San Bernardino,0001,1.0,Parts per million
1007,Carbon monoxide,1992-06-22,06:00,San Bernardino,0001,1.0,Parts per million
1008,Carbon monoxide,1992-06-22,05:00,San Bernardino,0001,1.0,Parts per million
1009,Carbon monoxide,1992-06-22,04:00,San Bernardino,0001,1.0,Parts per million
1010,Carbon monoxide,1992-06-22,03:00,San Bernardino,0001,1.0,Parts per million
1011,Carbon monoxide,1992-06-22,02:00,San Bernardino,0001,1.0,Parts per million
1012,Carbon monoxide,1992-06-22,01:00,San Bernardino,0001,0.0,Parts per million
1013,Carbon monoxide,1992-06-22,00:00,San Bernardino,0001,0.0,Parts per million
1014,Carbon monoxide,1992-06-21,22:00,San Bernardino,0001,1.0,Parts per million
1015,Carbon monoxide,1992-06-21,21:00,San Bernardino,0001,1.0,Parts per million
1016,Carbon monoxide,1992-06-21,20:00,San Bernardino,0001,1.0,Parts per million
1017,Carbon monoxide,1992-06-21,19:00,San Bernardino,0001,1.0,Parts per million
1018,Carbon monoxide,1992-06-21,18:00,San Bernardino,0001,1.0,Parts per million
1019,Carbon monoxide,1992-06-21,17:00,San Bernardino,0001,1.0,Parts per million
1020,Carbon monoxide,1992-06-21,16:00,San Bernardino,0001,1.0,Parts per million
1021,Carbon monoxide,1992-06-21,15:00,San Bernardino,0001,1.0,Parts per million
1022,Carbon monoxide,1992-06-21,14:00,San Bernardino,0001,1.0,Parts per million
1023,Carbon monoxide,1992-06-21,13:00,San Bernardino,0001,1.0,Parts per million
1024,Carbon monoxide,1992-06-21,12:00,San Bernardino,0001,1.0,Parts per million
1025,Carbon monoxide,1992-06-21,11:00,San Bernardino,0001,1.0,Parts per million
1026,Carbon monoxide,1992-06-21,10:00,San Bernardino,0001,1.0,Parts per million
1027,Carbon monoxide,1992-06-21,09:00,San Bernardino,0001,0.0,Parts per million
1028,Carbon monoxide,1992-06-21,08:00,San Bernardino,0001,1.0,Parts per million
1029,Carbon monoxide,1992-06-21,07:00,San Bernardino,0001,1.0,Parts per million
1030,Carbon monoxide,1992-06-21,06:00,San Bernardino,0001,1.0,Parts per million
1031,Carbon monoxide,1992-06-21,05:00,San Bernardino,0001,1.0,Parts per million
1032,Carbon monoxide,1992-06-21,04:00,San Bernardino,0001,1.0,Parts per million
1033,Carbon monoxide,1992-06-21,03:00,San Bernardino,0001,1.0,Parts per million
1034,Carbon monoxide,1992-06-21,02:00,San Bernardino,0001,1.0,Parts per million
1035,Carbon monoxide,1992-06-21,01:00,San Bernardino,0001,1.0,Parts per million
1036,Carbon monoxide,1992-06-21,00:00,San Bernardino,0001,1.0,Parts per million
1037,Carbon monoxide,1992-07-05,23:00,San Diego,0005,1.0,Parts per million
1038,Carbon monoxide,1992-07-05,22:00,San Diego,0005,1.0,Parts per million
1039,Carbon monoxide,1992-07-05,21:00,San Diego,0005,1.0,Parts per million
1040,Carbon monoxide,1992-07-05,20:00,San Diego,0005,1.0,Parts per million
1041,Carbon monoxide,1992-07-05,19:00,San Diego,0005,1.0,Parts per million
1042,Carbon monoxide,1992-07-05,18:00,San Diego,0005,1.0,Parts per million
1043,Carbon monoxide,1992-07-05,17:00,San Diego,0005,1.0,Parts per million
1044,Carbon monoxide,1992-07-05,16:00,San Diego,0005,1.0,Parts per million
1045,Carbon monoxide,1992-07-05,15:00,San Diego,0005,1.0,Parts per million
1046,Carbon monoxide,1992-07-05,14:00,San Diego,0005,1.0,Parts per million
1047,Carbon monoxide,1992-07-05,13:00,San Diego,0005,1.0,Parts per million
1048,Carbon monoxide,1992-07-05,12:00,San Diego,0005,1.0,Parts per million
1049,Carbon monoxide,1992-07-05,11:00,San Diego,0005,1.0,Parts per million
1050,Carbon monoxide,1992-07-05,10:00,San Diego,0005,1.0,Parts per million
1051,Carbon monoxide,1992-07-05,09:00,San Diego,0005,1.0,Parts per million
1052,Carbon monoxide,1992-07-05,08:00,San Diego,0005,1.0,Parts per million
1053,Carbon monoxide,1992-07-05,07:00,San Diego,0005,1.0,Parts per million
1054,Carbon monoxide,1992-07-05,06:00,San Diego,0005,1.0,Parts per million
1055,Carbon monoxide,1992-07-05,05:00,San Diego,0005,1.0,Parts per million
1056,Carbon monoxide,1992-07-05,04:00,San Diego,0005,1.0,Parts per million
1057,Carbon monoxide,1992-07-05,03:00,San Diego,0005,1.0,Parts per million
1058,Carbon monoxide,1992-07-05,02:00,San Diego,0005,1.0,Parts per million
1059,Carbon monoxide,1992-07-05,01:00,San Diego,0005,1.0,Parts per million
1060,Carbon monoxide,1992-07-05,00:00,San Diego,0005,1.0,Parts per million
1061,Carbon monoxide,1992-07-04,23:00,San Diego,0005,1.0,Parts per million
1062,Carbon monoxide,1992-07-04,22:00,San Diego,0005,1.0,Parts per million
1063,Carbon monoxide,1992-07-04,21:00,San Diego,0005,1.0,Parts per million
1064,Carbon monoxide,1992-07-04,20:00,San Diego,0005,1.0,Parts per million
1065,Carbon monoxide,1992-07-04,19:00,San Diego,0005,1.0,Parts per million
1066,Carbon monoxide,1992-07-04,18:00,San Diego,0005,1.0,Parts per million
1067,Carbon monoxide,1992-07-04,17:00,San Diego,0005,1.0,Parts per million
1068,Carbon monoxide,1992-07-04,16:00,San Diego,0005,1.0,Parts per million
1069,Carbon monoxide,1992-07-04,15:00,San Diego,0005,1.0,Parts per million
1070,Carbon monoxide,1992-07-04,14:00,San Diego,0005,1.0,Parts per million
1071,Carbon monoxide,1992-07-04,13:00,San Diego,0005,1.0,Parts per million
1072,Carbon monoxide,1992-07-04,12:00,San Diego,0005,1.0,Parts per million
1073,Carbon monoxide,1992-07-04,11:00,San Diego,0005,1.0,Parts per million
1074,Carbon monoxide,1992-07-04,10:00,San Diego,0005,0.0,Parts per million
1075,Carbon monoxide,1992-07-04,09:00,San Diego,0005,0.0,Parts per million
1076,Carbon monoxide,1992-07-04,08:00,San Diego,0005,0.0,Parts per million
1077,Carbon monoxide,1992-07-04,07:00,San Diego,0005,0.0,Parts per million
1078,Carbon monoxide,1992-07-04,06:00,San Diego,0005,0.0,Parts per million
1079,Carbon monoxide,1992-07-04,05:00,San Diego,0005,0.0,Parts per million
1080,Carbon monoxide,1992-07-04,04:00,San Diego,0005,0.0,Parts per million
1081,Carbon monoxide,1992-07-04,03:00,San Diego,0005,0.0,Parts per million
1082,Carbon monoxide,1992-07-04,02:00,San Diego,0005,0.0,Parts per million
1083,Carbon monoxide,1992-07-04,01:00,San Diego,0005,1.0,Parts per million
1084,Carbon monoxide,1992-07-04,00:00,San Diego,0005,1.0,Parts per million
1085,Carbon monoxide,1992-07-03,23:00,San Diego,0005,0.0,Parts per million
1086,Carbon monoxide,1992-07-03,22:00,San Diego,0005,0.0,Parts per million
1087,Carbon monoxide,1992-07-03,21:00,San Diego,0005,1.0,Parts per million
1088,Carbon monoxide,1992-07-03,20:00,San Diego,0005,1.0,Parts per million
1089,Carbon monoxide,1992-07-03,19:00,San Diego,0005,1.0,Parts per million
1090,Carbon monoxide,1992-07-03,18:00,San Diego,0005,1.0,Parts per million
1091,Carbon monoxide,1992-07-03,17:00,San Diego,0005,1.0,Parts per million
1092,Carbon monoxide,1992-07-03,16:00,San Diego,0005,1.0,Parts per million
1093,Carbon monoxide,1992-07-03,15:00,San Diego,0005,1.0,Parts per million
1094,Carbon monoxide,1992-07-03,14:00,San Diego,0005,0.0,Parts per million
1095,Carbon monoxide,1992-07-03,13:00,San Diego,0005,0.0,Parts per million
1096,Carbon monoxide,1992-07-03,12:00,San Diego,0005,1.0,Parts per million
1097,Carbon monoxide,1992-07-03,11:00,San Diego,0005,1.0,Parts per million
1098,Carbon monoxide,1992-07-03,10:00,San Diego,0005,0.0,Parts per million
1099,Carbon monoxide,1992-07-03,09:00,San Diego,0005,0.0,Parts per million
1100,Carbon monoxide,1992-07-03,08:00,San Diego,0005,0.0,Parts per million
1101,Carbon monoxide,1992-07-03,07:00,San Diego,0005,1.0,Parts per million
1102,Carbon monoxide,1992-07-03,06:00,San Diego,0005,1.0,Parts per million
1103,Carbon monoxide,1992-07-03,05:00,San Diego,0005,1.0,Parts per million
1104,Carbon monoxide,1992-07-03,04:00,San Diego,0005,1.0,Parts per million
1105,Carbon monoxide,1992-07-03,03:00,San Diego,0005,0.0,Parts per million
1106,Carbon monoxide,1992-07-03,02:00,San Diego,0005,0.0,Parts per million
1107,Carbon monoxide,1992-07-03,01:00,San Diego,0005,1.0,Parts per million
1108,Carbon monoxide,1992-07-03,00:00,San Diego,0005,1.0,Parts per million
1109,Carbon monoxide,1992-07-02,23:00,San Diego,0005,1.0,Parts per million
1110,Carbon monoxide,1992-07-02,22:00,San Diego,0005,1.0,Parts per million
1111,Carbon monoxide,1992-07-02,21:00,San Diego,0005,1.0,Parts per million
1112,Carbon monoxide,1992-07-02,20:00,San Diego,0005,1.0,Parts per million
1113,Carbon monoxide,1992-07-02,19:00,San Diego,0005,1.0,Parts per million
1114,Carbon monoxide,1992-07-02,18:00,San Diego,0005,0.0,Parts per million
1115,Carbon monoxide,1992-07-02,17:00,San Diego,0005,1.0,Parts per million
1116,Carbon monoxide,1992-07-02,16:00,San Diego,0005,1.0,Parts per million
1117,Carbon monoxide,1992-07-02,15:00,San Diego,0005,1.0,Parts per million
1118,Carbon monoxide,1992-07-02,14:00,San Diego,0005,1.0,Parts per million
1119,Carbon monoxide,1992-07-02,13:00,San Diego,0005,1.0,Parts per million
1120,Carbon monoxide,1992-07-02,12:00,San Diego,0005,0.0,Parts per million
1121,Carbon monoxide,1992-07-02,11:00,San Diego,0005,1.0,Parts per million
1122,Carbon monoxide,1992-07-02,10:00,San Diego,0005,0.0,Parts per million
1123,Carbon monoxide,1992-07-02,08:00,San Diego,0005,0.0,Parts per million
1124,Carbon monoxide,1992-07-02,07:00,San Diego,0005,1.0,Parts per million
1125,Carbon monoxide,1992-07-02,06:00,San Diego,0005,1.0,Parts per million
1126,Carbon monoxide,1992-07-02,05:00,San Diego,0005,1.0,Parts per million
1127,Carbon monoxide,1992-07-02,04:00,San Diego,0005,1.0,Parts per million
1128,Carbon monoxide,1992-07-02,03:00,San Diego,0005,1.0,Parts per million
1129,Carbon monoxide,1992-07-02,02:00,San Diego,0005,0.0,Parts per million
1130,Carbon monoxide,1992-07-02,01:00,San Diego,0005,0.0,Parts per million
1131,Carbon monoxide,1992-07-02,00:00,San Diego,0005,1.0,Parts per million
1132,Carbon monoxide,1992-07-01,23:00,San Diego,0005,1.0,Parts per million
1133,Carbon monoxide,1992-07-01,22:00,San Diego,0005,1.0,Parts per million
1134,Carbon monoxide,1992-07-01,21:00,San Diego,0005,1.0,Parts per million
1135,Carbon monoxide,1992-07-01,20:00,San Diego,0005,0.0,Parts per million
1136,Carbon monoxide,1992-07-01,19:00,San Diego,0005,1.0,Parts per million
1137,Carbon monoxide,1992-07-01,18:00,San Diego,0005,0.0,Parts per million
1138,Carbon monoxide,1992-07-01,17:00,San Diego,0005,0.0,Parts per million
1139,Carbon monoxide,1992-07-01,16:00,San Diego,0005,1.0,Parts per million
1140,Carbon monoxide,1992-07-01,15:00,San Diego,0005,1.0,Parts per million
1141,Carbon monoxide,1992-07-01,14:00,San Diego,0005,1.0,Parts per million
1142,Carbon monoxide,1992-07-01,13:00,San Diego,0005,0.0,Parts per million
1143,Carbon monoxide,1992-07-01,12:00,San Diego,0005,0.0,Parts per million
1144,Carbon monoxide,1992-07-01,11:00,San Diego,0005,0.0,Parts per million
1145,Carbon monoxide,1992-07-01,10:00,San Diego,0005,0.0,Parts per million
1146,Carbon monoxide,1992-07-01,09:00,San Diego,0005,0.0,Parts per million
1147,Carbon monoxide,1992-07-01,08:00,San Diego,0005,0.0,Parts per million
1148,Carbon monoxide,1992-07-01,07:00,San Diego,0005,0.0,Parts per million
1149,Carbon monoxide,1992-07-01,06:00,San Diego,0005,0.0,Parts per million
1150,Carbon monoxide,1992-07-01,05:00,San Diego,0005,1.0,Parts per million
1151,Carbon monoxide,1992-07-01,04:00,San Diego,0005,1.0,Parts per million
1152,Carbon monoxide,1992-07-01,03:00,San Diego,0005,0.0,Parts per million
1153,Carbon monoxide,1992-07-01,02:00,San Diego,0005,0.0,Parts per million
1154,Carbon monoxide,1992-07-01,01:00,San Diego,0005,0.0,Parts per million
1155,Carbon monoxide,1992-07-01,00:00,San Diego,0005,0.0,Parts per million
1156,Carbon monoxide,1992-06-30,23:00,San Diego,0005,0.0,Parts per million
1157,Carbon monoxide,1992-06-30,22:00,San Diego,0005,1.0,Parts per million
1158,Carbon monoxide,1992-06-30,21:00,San Diego,0005,1.0,Parts per million
1159,Carbon monoxide,1992-06-30,20:00,San Diego,0005,1.0,Parts per million
1160,Carbon monoxide,1992-06-30,19:00,San Diego,0005,1.0,Parts per million
1161,Carbon monoxide,1992-06-30,18:00,San Diego,0005,1.0,Parts per million
1162,Carbon monoxide,1992-06-30,17:00,San Diego,0005,1.0,Parts per million
1163,Carbon monoxide,1992-06-30,16:00,San Diego,0005,1.0,Parts per million
1164,Carbon monoxide,1992-06-30,15:00,San Diego,0005,1.0,Parts per million
